ik14,Uniprot,E3 ligase,cell_ribes,active,dc50_nM,dmax_pct,ribes_seen,ribes_proba_standard,ribes_major_standard,ribes_proba_target,ribes_major_target
PXSDAZJQYGWALJ,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.48358583,0,0.27207813,0
PYPDOMGHATYECY,P03372,CRBN,MCF-7,1,0.2025,95.0,False,0.5337863,1,0.29384992,0
PZPKILODOQBDJL,P09874,CRBN,HCT 116,0,20000.0,29.8,False,0.75586635,1,0.47434816,0
QAYGTSODSZAYMT,Q9H8M2,CRBN,HEK293,0,334.0,95.0,False,0.4751977,0,0.36497006,0
QBPVFCNYKUENHU,Q06187,CRBN,Mino,1,0.9,99.0,False,0.86820173,1,0.6749125,1
QDDOWIHGTHXPAO,Q06187,CRBN,Ramos,1,32.0,88.0,False,0.7876973,1,0.622033,1
QDSNNDLGROCHIL,P01116,CRBN,AsPC-1,0,250.0,25.0,False,0.50900084,1,0.3352569,0
QDXCQBASXZMFNI,P03372,CRBN,MCF-7,1,5.9,98.0,False,0.4961462,0,0.26931068,0
QEAZTXPVJXACME,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5373315,1,0.27081397,0
QEXIHSMROQCLDO,Q08881,CRBN,Jurkat,1,3.6,95.0,False,0.65504664,1,0.5611047,1
QFAGXASUTPYERB,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.4880303,0,0.27885425,0
QIAXHNNLLUKQIW,P01116,CRBN,AsPC-1,0,1000.0,50.0,False,0.44758245,0,0.30871543,0
QIPGOEGKZBZDSR,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.49488464,0,0.27354005,0
QJFDDWLFGZVIOI,P01116,VHL,AsPC-1,0,115.9,99.5,False,0.53069425,1,0.32750845,0
QJUZMTXSMNIGLI,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4403083,0,0.31212738,0
QLJXYDKDYITFAR,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.43105933,0,0.31680682,0
QLUWOJLIKKXRKQ,P11802,CRBN,Jurkat,0,1000.0,27.0,False,0.48075148,0,0.3093969,0
QPRQPIWFTUXRNS,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44795486,0,0.39098084,0
QQFSCJZOMFNPPP,Q92793,CRBN,VCaP,1,1.35,95.0,False,0.87089556,1,0.633868,1
QQPXYSFVJPHTQL,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.50409776,1,0.32783797,0
QQVCUSPUMMUFTD,P51531,VHL,SW1573,1,0.5695,94.0,False,0.8155759,1,0.6015546,1
QRDAFZSXMRLYMW,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.52614343,1,0.2908316,0
QRFXQQHVWUEKNV,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.48476171,0,0.27361473,0
QSCOJWKWSHBBPQ,Q06187,CRBN,Ramos,1,46.1,95.01,False,0.79705524,1,0.65241617,1
QSDRZGJBNUYGJE,Q9BY41,CRBN,HCT 116,0,876.0,91.0,False,0.39642963,0,0.22803247,0
QTODIHOPRSJNDC,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.49541625,0,0.26998588,0
QVKJJUGUFZBXRO,O15379,VHL,THP-1,1,37.8,92.0,False,0.3371301,0,0.23341994,0
QVMGVUJASAUIKH,P03372,CRBN,MCF-7,0,27.5,50.0,False,0.48540375,0,0.2727205,0
QWGRMVRMZJRYBH,P10275,CRBN,VCaP,0,92.0,78.0,False,0.78050154,1,0.5780888,1
QWNMCBPHDWHBTF,Q92918,CRBN,Jurkat,0,99.2,56.1,False,0.4663683,0,0.46110317,0
QYKZIZGHSUMTGL,P29597,VHL,Jurkat,0,559.0,67.0,False,0.637393,1,0.4737455,0
QYPLIYFTVMBVHQ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5235931,1,0.27398714,0
RAOXBNPYHDCZKU,Q92918,CRBN,Jurkat,0,10000.0,6.7,False,0.4522835,0,0.48279667,0
RAPZFEJMNCDSTP,P36888,CRBN,MV4-11,1,1.26,86.8,False,0.5531427,1,0.43637535,0
RDAPZEZHBZNLOS,Q92918,CRBN,Jurkat,0,5.3,78.0,False,0.41436037,0,0.43702734,0
RDNNHBLTMLFALM,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.53952104,1,0.2993616,0
REJKZXHAWJVIKO,Q92918,CRBN,Jurkat,0,28.2,68.3,False,0.4695878,0,0.45684895,0
REYNDCVRJYVBPR,P01116,CRBN,AsPC-1,0,100.0,50.0,False,0.44453967,0,0.31653357,0
RFPSRLABGOTEDB,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5270372,1,0.28449288,0
RFWQGGOBVSJKDT,P50750,CRBN,MOLM-13,1,70.0,86.2,False,0.4401261,0,0.38540366,0
RGDGMHSGXOTRFZ,O60885,CRBN,HEK293T,0,2500.0,38.0,False,0.7840012,1,0.6396323,1
RGLGQQQLWMBODI,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5151201,1,0.2878411,0
RGTZCSFQBVIJHW,O60885,CRBN,MV4-11,1,0.022,97.0,False,0.8008717,1,0.6243367,1
RHDMRLFWOOTRKS,P03372,CRBN,MCF-7,1,4.7,99.0,False,0.4919213,0,0.2757478,0
RHXBARXCYBZWQY,Q92918,CRBN,Jurkat,1,29.0,84.0,False,0.4134518,0,0.43329898,0
RIBCWKRMNKOGRN,P62942,CRBN,HEK293T,1,32.0,99.0,False,0.5030002,1,0.38293576,0
RJTSFAFABFEXTC,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.43240288,0,0.38305986,0
RMDRYDCBCVLBLF,P01116,CRBN,AsPC-1,0,100.0,50.0,False,0.44103548,0,0.308995,0
RMEBYOQHBJEARV,Q06187,CRBN,TMD8,1,4.3,94.0,False,0.8812747,1,0.6726205,1
RMMAOICBFXEKSR,P11802,CRBN,Jurkat,0,238.7,76.0,False,0.47759056,0,0.33579636,0
RMVFNVOJYTXBGY,P62942,CRBN,HEK293T,1,94.0,98.0,False,0.49386516,0,0.3450067,0
RNLVTYXNXURXNA,Q9H8M2,CRBN,HEK293,0,219.0,85.0,False,0.4872268,0,0.3814465,0
RPCZNZTUMZLFLM,P03372,CRBN,MCF-7,1,0.06,100.0,False,0.5301462,1,0.27400112,0
RRKHTBLDFNFWBG,Q06187,CRBN,Ramos,1,0.75,94.0,False,0.8057099,1,0.6309687,1
RSIUYCUBMQDZLI,Q08881,CRBN,Jurkat,1,94.1,93.0,False,0.65764886,1,0.5606105,1
RSRHCKOLDVWOMV,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.49429742,0,0.32522976,0
RTXWNLFXLDMWMW,P01116,CRBN,AsPC-1,0,250.0,25.0,False,0.48315296,0,0.35268041,0
RUICZTHQOJHZJD,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.48518667,0,0.2762221,0
RVOJNJLWNBVPOR,P36888,CRBN,MV4-11,1,0.64,94.8,False,0.5516827,1,0.43570158,0
RVPIPKQWWAAQIK,P03372,CRBN,MCF-7,0,50.0,50.0,False,0.49909043,0,0.27119428,0
RVWBTXSGZFJYEH,P50750,CRBN,MOLM-13,0,950.0,68.5,False,0.44636407,0,0.40016088,0
RVYUHHWSAXOCDU,Q06187,CRBN,TMD8,1,0.8,97.0,False,0.87225056,1,0.66726905,1
RWHALQYVRUPHFK,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44364986,0,0.31758568,0
RWZUENRHOXLKRD,P50750,CRBN,MOLM-13,0,70.0,79.1,False,0.4686967,0,0.39969388,0
RXBULKVYMPTZLG,O60885,CRBN,HEK293T,1,82.0,98.0,False,0.7780109,1,0.63352823,1
RYTCYGKCRMOACE,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.42238167,0,0.30901253,0
RYXWEURGJSYECJ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.53894037,1,0.29656482,0
RYYXXDIANYNUAB,Q92793,CRBN,22Rv1,0,108.0,62.5,False,0.7178485,1,0.533299,1
RZWSJHUMBKJCQC,P03372,CRBN,MCF-7,1,0.01845,100.0,False,0.48802605,0,0.28708777,0
SDVXVVRZUBGBIP,P03372,CRBN,MCF-7,1,0.0419,100.0,False,0.49011612,0,0.28793314,0
SDWUURRMSCHVOR,O60885,CRBN,MDA-MB-231,1,60.0,94.0,False,0.7341384,1,0.47689167,0
SEIYSBOQHBULFI,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.47987056,0,0.2695199,0
SENCERWTVQUVEP,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5371065,1,0.2830814,0
SEPZFBBSIBKESI,Q08881,CRBN,Jurkat,0,352.6,75.0,False,0.6431806,1,0.5371616,1
SFAZMJOUZPQYHW,Q9BY41,CRBN,MDA-MB-231,0,616.5,75.5,False,0.32725134,0,0.22248854,0
SFOKKIBXAXDNRS,Q92918,CRBN,Jurkat,0,7.2,78.0,False,0.45121577,0,0.45924616,0
SGAIHYROHDVCQP,P01116,CRBN,AsPC-1,0,1000.0,50.0,False,0.44925046,0,0.306697,0
SGUKLZBZSKIVPN,Q08881,CRBN,Jurkat,1,32.7,95.0,False,0.64084035,1,0.52724934,1
SHAMJIRSIDFELO,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.42314768,0,0.2960789,0
SHFVBIUYQVOCJQ,Q92918,CRBN,Jurkat,0,10000.0,42.6,False,0.46108818,0,0.46832117,0
SHUBDEMMLLDYQT,Q92793,CRBN,VCaP,1,13.0,84.5,False,0.8593736,1,0.60580206,1
SKYVEYPEIVTKRF,P40337,VHL,HEK293,1,35.0,98.0,False,0.56668663,1,0.53494024,1
SLDAFIDROUHPMA,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.48471943,0,0.3213069,0
SLPWRCRRHVRNRM,O60885,VHL,MCF-7,0,31.23,77.47,False,0.8147948,1,0.46754968,0
SLXOQKCZCGWOCQ,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.43515947,0,0.3191603,0
SMHVFMFQPBBUHA,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.5030289,1,0.2918201,0
SNFHOQNUKDBRTG,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44744107,0,0.31402186,0
SNJZSKLBOABMIB,P01116,CRBN,AsPC-1,0,100.0,50.0,False,0.5065647,1,0.36753616,0
SNZNXOBIZPAUMI,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.52786666,1,0.27723348,0
SPNPKWMYQVSWMP,P03372,CRBN,MCF-7,1,0.4206,100.0,False,0.4850068,0,0.27837658,0
SPOKXBBLGTXPAP,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.43957007,0,0.31299374,0
SQUXSHGWVMZWGG,P01116,VHL,AsPC-1,0,165.0,89.3,False,0.5328023,1,0.31795183,0
SRLZRPSMOFUVHL,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.49072585,0,0.33523497,0
SRUVBNFPTDBESG,P50750,CRBN,MOLM-13,1,30.0,91.6,False,0.43717694,0,0.38081923,0
SSOKRQHDQUGNMI,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4327015,0,0.30644646,0
STBAQMSNPQNEBZ,P61964,CRBN,MV4-11,0,42.0,77.0,False,0.5925793,1,0.36659566,0
STPDFUQEUGSSGJ,O60885,CRBN,HEK293T,0,228.0,94.0,False,0.794653,1,0.63689446,1
STQLATQFUCKOTB,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.43289244,0,0.3115929,0
SVKZUEZCCKLNIM,Q9H8M2,CRBN,MV4-11,1,0.016,97.0,False,0.5520178,1,0.33257803,0
SVRBHTWHQQHKEZ,P03372,CRBN,MCF-7,0,50.0,50.0,False,0.5220786,1,0.30224702,0
SXZKGSBCJAOABL,P10275,CRBN,VCaP,0,25.0,53.0,False,0.7768027,1,0.5780197,1
SZONFWWCHSLCFP,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45133153,0,0.3906372,0
TUUWHNYEHKKJLJ,Q06187,CRBN,Ramos,1,4.3,89.0,False,0.8014175,1,0.63107646,1
TVMXJIGSIBLAGJ,Q92793,CRBN,VCaP,1,1.2000000000000002,95.0,False,0.8767924,1,0.6202627,1
TWAGGTXQMAYEOO,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.45289567,0,0.29673353,0
TWOFAZAACVAICW,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.523444,1,0.28182748,0
TWOJJPDVUSFLLS,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45170704,0,0.33385837,0
TXNMTSWVZKOGFM,Q08881,CRBN,Jurkat,0,142.0,90.0,False,0.65462756,1,0.5209303,1
UBVYEIBZPNMNKR,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.52509373,1,0.2758755,0
UDDNXWUXCJGKNU,Q92793,CRBN,VCaP,1,1.2,94.0,False,0.8720644,1,0.6684347,1
UEGYINBUVRLJOR,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45595995,0,0.32703447,0
UFYIMECIJKGAMU,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.42997718,0,0.29983637,0
UHDFIAWELQMFHN,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.4969535,0,0.2715443,0
UIDIHKOIENLISM,P03372,CRBN,MCF-7,0,0.1,56.0,False,0.49749312,0,0.26945725,0
UIHTYCUVTLDXKB,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4664143,0,0.34413886,0
UIURKLRUDKJYNZ,P03372,CRBN,MCF-7,1,0.1161,89.0,False,0.5010865,1,0.2824742,0
UJJUIGOBDCVXPK,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.49826118,0,0.32763168,0
UJUPYASGRVZCKP,P50750,CRBN,MOLM-13,0,60.0,78.0,False,0.43711782,0,0.39173114,0
UJVKDCMDMYRGBD,Q92793,CRBN,22Rv1,0,33.05,71.0,False,0.7196095,1,0.56723976,1
UKGSYSRFJNUWOD,Q92918,CRBN,Jurkat,0,10000.0,30.1,False,0.45182526,0,0.49329147,0
UKRCYNJTZLLRJJ,P01116,VHL,AsPC-1,0,133.8,85.1,False,0.52242947,1,0.32018027,0
UKWUFBDMSBMUEO,Q92918,CRBN,Jurkat,0,245.5,56.6,False,0.46519437,0,0.4819239,0
UKYOBTPNHRPOON,P03372,CRBN,MCF-7,1,67.0,90.0,False,0.50813437,1,0.25500834,0
UMTQIEZQMKUPMO,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.5329845,1,0.29712418,0
UNWPIZFKSBHBSV,Q06187,CRBN,TMD8,1,0.25,96.0,False,0.84944004,1,0.6363552,1
UOMVLLWXQVPAPT,P03372,CRBN,MCF-7,1,4.9,86.0,False,0.49980116,0,0.28946182,0
UPIBNOLFMMNBCB,P03372,CRBN,MCF-7,1,0.193,99.0,False,0.501791,1,0.2791576,0
UPYUCZKNJVKYQR,P03372,CRBN,MCF-7,1,1.1,92.0,False,0.48344994,0,0.26193777,0
USTJNUZXLICUHG,P10275,CRBN,LNCaP,1,15.0,94.0,False,0.640181,1,0.5251796,1
UUGAXXIBAJSGLG,P03372,CRBN,MCF-7,1,0.07,100.0,False,0.5074833,1,0.28394026,0
UWJLAZKYKPQXDR,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.4876715,0,0.2628754,0
UXVDWFPWZZBVNL,P00533,VHL,HCC827,0,204.34,96.0,False,0.65815765,1,0.5732539,1
UYQSFCRTUJKQHR,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.49967122,0,0.31837615,0
UYRXXCNFMFNUCD,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4940211,0,0.32229587,0
UZRZWUYKTDBEPJ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5307029,1,0.26856783,0
VAAGRGATPAEEPQ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5270792,1,0.28272906,0
VAIDIUXXWDFKON,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44830275,0,0.31836742,0
VBMKCGVNGRQNJV,Q08881,CRBN,Jurkat,1,5.5,93.0,False,0.64864826,1,0.52438295,1
VCOSWEBKUXOFPA,Q8TBX8,VHL,MOLT-4,0,107.0,70.0,False,0.55792373,1,0.37704468,0
VCTKTOYXUCNDHN,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.46270958,0,0.3692124,0
VCUCDKXHGHFYTG,P40337,VHL,HEK293,1,31.5,80.0,False,0.5702998,1,0.5231056,1
VDWZBRQJPDYIPL,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.46920392,0,0.3064284,0
VEXHWRJKHDYBDL,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.49716106,0,0.32053337,0
VFVIXZOYLFQEFB,Q92918,CRBN,Jurkat,0,616.2,53.0,False,0.41112956,0,0.46329924,0
VHAQFGGOEALDLG,O60885,CRBN,HEK293T,0,180.0,97.0,False,0.7827821,1,0.6427748,1
VHZFOSLAXPXGEN,Q9H8M2,CRBN,HEK293,0,168.0,99.0,False,0.47521067,0,0.3596412,0
VITPUOAMPGBJPT,Q92918,CRBN,Jurkat,0,10000.0,22.3,False,0.46081272,0,0.45778084,0
VJBTZFUBOYQFGT,Q06187,CRBN,Mino,1,5.84,96.0,False,0.8768442,1,0.6922626,1
VJOZHCXLOSNDQR,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44544756,0,0.37716404,0
VKFATBOBTAEKQC,Q9H8M2,CRBN,HEK293,0,117.0,99.0,False,0.48495814,0,0.38235614,0
VKZQGYKMSJMEIB,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.49740148,0,0.2860806,0
VLNFMLOAARXOIU,Q9H8M2,CRBN,HEK293,1,4.4,99.0,False,0.47861555,0,0.3704927,0
VOBNMPSGPBDLFJ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5137327,1,0.27766415,0
VOHRGIXPJZQORO,P10275,CRBN,VCaP,0,51.0,51.0,False,0.7834053,1,0.58456105,1
VQDMELMTAYEQQK,P09874,CRBN,HCT 116,0,500.0,83.57,False,0.7098789,1,0.46496424,0
VQVZAQCNYUSBIJ,Q92793,CRBN,RS4;11,0,1.05,73.5,False,0.75806576,1,0.5752906,1
VRIFSIGVKYUINW,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.49247333,0,0.33638558,0
VRMPXKBZOXAAOA,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.5024173,1,0.3288058,0
VTQDDHGFBOZGOU,Q06187,CRBN,Ramos,0,50.0,79.0,False,0.7693704,1,0.60525715,1
VUGUNNWXJMBUFV,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4688858,0,0.32011405,0
VUUHHNWFNGGVNN,P50750,CRBN,MOLM-13,0,100.0,70.1,False,0.42569026,0,0.38034663,0
VUUVFBLMCDLJPY,P01116,CRBN,AsPC-1,0,100.0,25.0,False,0.47761378,0,0.3331459,0
VWELFQOMWDAJDG,Q06187,CRBN,JeKo-1,1,8.8,94.1,False,0.7980489,1,0.6808882,1
VYOVFSMWNUHZTO,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45744845,0,0.30325043,0
VYWPIENJSRHBGS,P09874,CRBN,HCT 116,0,20000.0,37.28,False,0.73945427,1,0.4528452,0
VYYGKORDPITVLF,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5135434,1,0.28482345,0
VZFLGBAUHUFQIW,Q9H8M2,CRBN,HEK293,1,62.0,99.0,False,0.49012414,0,0.38786122,0
VZVNRZMYYBZOEH,Q92793,CRBN,22Rv1,0,81.75,54.5,False,0.6778539,1,0.4938673,0
WBFUHQGQDBHUHR,P03372,CRBN,MCF-7,0,5.0,62.5,False,0.5244934,1,0.27466154,0
WBIMQWZSRFMWEW,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44132864,0,0.30581224,0
WBIVQSOBWUMMPM,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.44796136,0,0.31133297,0
WBYWTMBEFZPCDI,Q92793,CRBN,RS4;11,1,0.15,99.0,False,0.75632566,1,0.6021828,1
WDAIGOZXKMXZKM,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.49637738,0,0.27156648,0
WDLZHYCTSMXJHB,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.41626766,0,0.31156263,0
WECSQMYJFLXZBV,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.54133654,1,0.28607994,0
WEVHKLUDFWCWDR,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.48128724,0,0.27281693,0
WFDYOAWNEOGIPM,Q06187,CRBN,TMD8,1,0.85,94.5,False,0.87010884,1,0.6608371,1
WGGPAPYRIGTXOE,Q92918,CRBN,Jurkat,0,94.0,76.6,False,0.455238,0,0.48847285,0
WGJGFPKWFPZEQC,Q92918,CRBN,Jurkat,0,10000.0,22.7,False,0.4727629,0,0.460536,0
WISQYAWVRSJAJK,P10275,CRBN,VCaP,0,73.0,63.0,False,0.77510434,1,0.5839747,1
WIXGTYZXQCOTOO,Q06187,CRBN,TMD8,1,0.6,96.0,False,0.87882113,1,0.6722209,1
WKMVMHORNDWWMD,P11802,CRBN,Jurkat,0,49.0,58.5,False,0.47953764,0,0.34078,0
WLNCYXQRZBMBKC,Q9H8M2,CRBN,HEK293,0,198.0,95.0,False,0.47255126,0,0.38437185,0
WLVURAOQRSTWDQ,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.4710873,0,0.33685485,0
WNEWREMJBRGDRZ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.53056103,1,0.27934346,0
WORAYIFYRBXMHL,P01116,CRBN,AsPC-1,0,250.0,70.0,False,0.4479408,0,0.3018246,0
WOWBMCKVEBETPS,P01116,CRBN,AsPC-1,0,100.0,50.0,False,0.48404264,0,0.32667854,0
WQEHHOOLWBGLLA,P03372,CRBN,MCF-7,0,5.0,62.5,False,0.4957404,0,0.26886633,0
WQYDJYODLBQPRD,P50750,CRBN,MOLM-13,0,130.0,67.5,False,0.4373063,0,0.39745626,0
WRZYMJHWCLMXPV,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.5210972,1,0.28626528,0
WSCDDQDDVVHUBS,Q92793,CRBN,VCaP,1,0.3,95.0,False,0.86393523,1,0.6088745,1
WSRMBRDBSUTIRU,Q92793,CRBN,VCaP,1,0.2,95.0,False,0.8515255,1,0.61884207,1
WUMPBGARIFQLBV,P01116,CRBN,AsPC-1,0,250.0,25.0,False,0.46464744,0,0.326324,0
WVMKYLVDQAXAQJ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.53432626,1,0.2761731,0
WVZMAPKGVNYBBQ,Q92918,CRBN,Jurkat,0,632.3,52.0,False,0.41793326,0,0.43768683,0
WWIWRKBFUYUZCF,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.50892466,1,0.27141753,0
WWUUIOHCIGBTOS,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.5002616,1,0.26733184,0
WXSOTMXNHJTFKS,O60885,CRBN,HEK293,1,9.1,97.0,False,0.80519205,1,0.6471481,1
WYAGKTWXXPHQHY,Q92918,CRBN,Jurkat,0,30.6,76.0,False,0.45644227,0,0.42864347,0
WYGVTHFBQTVIFP,P03372,CRBN,MCF-7,0,50.0,50.0,False,0.48513213,0,0.26592442,0
WYWJHXKHDRJYLX,Q9BY41,CRBN,HCT 116,0,147.0,93.0,False,0.40020522,0,0.21961267,0
XAGBOVYJSAYQKP,P03372,CRBN,MCF-7,1,0.03427,96.0,False,0.50050956,1,0.28696695,0
XAVPYITYYYJIQW,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.52653664,1,0.27929926,0
XCKSBMUXNUXUCS,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.5165199,1,0.28027216,0
XCPBPBXTEDKQFJ,P03372,CRBN,MCF-7,1,0.02888,99.0,False,0.49215937,0,0.28805,0
XCPFPRATYXSOSM,P03372,CRBN,MCF-7,1,0.1,86.0,False,0.49732456,0,0.2564189,0
XETBTLFBEYTSGJ,Q92793,CRBN,RS4;11,1,1.0,96.5,False,0.7623811,1,0.5958813,1
XFCSJLLJBWEKHM,Q92793,CRBN,22Rv1,0,96.8,77.5,False,0.7134722,1,0.51559573,1
XGLDUONNQKNIIH,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.48160625,0,0.31656465,0
XHEUEZODLRVMMV,Q92793,CRBN,RS4;11,0,3.1,76.5,False,0.74835604,1,0.56864905,1
XHLTXBOEIXDCPZ,P10275,CRBN,LNCaP,0,325.5,90.0,False,0.6290038,1,0.59902143,1
XIDSBFCBCIVRKK,O60885,CRBN,HEK293T,0,440.0,84.0,False,0.795222,1,0.65904427,1
XINDLZAKDOXYAG,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.45927903,0,0.3132392,0
XLACHYFHBVMREJ,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.49465156,0,0.3261979,0
XLTDZGQZLOIMGM,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4457525,0,0.32557538,0
XLWJWCMQMBVNSG,Q06187,CRBN,TMD8,1,4.5,94.0,False,0.8820084,1,0.6755453,1
XMWSKICAFPPYSY,Q06187,CRBN,Ramos,1,51.1,97.75,False,0.80919284,1,0.6665332,1
XNBPWGHLZPHXLY,P11802,CRBN,Jurkat,1,6.0,82.5,False,0.47637257,0,0.32574263,0
XNMNRUWTRAUODP,Q92918,CRBN,Jurkat,0,133.9,94.6,False,0.4512563,0,0.47622252,0
XNTVMRGEBFMCMD,O60885,CRBN,HEK293T,0,1810.0,56.0,False,0.77582145,1,0.6387239,1
XNWOVOPPKBOHMJ,P03372,CRBN,MCF-7,0,50.0,50.0,False,0.4931971,0,0.270026,0
XNWVLBYXKNUCIV,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45062816,0,0.32584155,0
XNZUEQHJIKGPEJ,Q9H8M2,CRBN,HEK293,0,372.0,97.0,False,0.48241052,0,0.3785214,0
XODFKBNXCCEPRN,Q92918,CRBN,Jurkat,0,23.54,66.0,False,0.4073684,0,0.4262674,0
XOEMYWOGFGPWDQ,P01116,CRBN,AsPC-1,0,100.0,25.0,False,0.44064328,0,0.3142065,0
XOGYVOVLDZMERE,Q92918,CRBN,Jurkat,1,78.8,84.2,False,0.45674682,0,0.46598926,0
XOSARNKAKHCARF,Q92918,CRBN,Jurkat,1,32.9,92.0,False,0.3931695,0,0.43213773,0
XOSIYVXFXZWEFK,P03372,CRBN,MCF-7,0,0.12,79.0,False,0.5026354,1,0.2680513,0
XPLADRVOATVVDO,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.49619174,0,0.28195974,0
XPOGTFDQDPCEDH,Q92793,CRBN,RS4;11,1,0.9,99.0,False,0.76437086,1,0.5945992,1
XQGDFPOIKRRKQS,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4816021,0,0.33920565,0
XSKRXFBHRXSSKG,P01116,VHL,AsPC-1,0,3813.0,83.6,False,0.5114817,1,0.31495798,0
XSRGEWJBJKGLQM,P03372,CRBN,MCF-7,1,0.02453,86.0,False,0.4945614,0,0.27905658,0
XWUNOGVGBAIJRS,P01116,CRBN,AsPC-1,0,100.0,25.0,False,0.4636636,0,0.32924822,0
XXXDSEGLTLSYLY,Q92793,CRBN,VCaP,0,1000.0,50.0,False,0.8760032,1,0.62105983,1
XYYUNISMYJIRKN,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45763707,0,0.31741166,0
XYYUYGWDNCPZBC,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45220473,0,0.3269764,0
YAFINHBYDWHTLL,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.52331495,1,0.27450106,0
